id,customer_id,order_date,total_amount,currency,status
45,45,2024-04-30 11:30:00,123.75,EUR,completed
46,46,2024-05-02 14:45:00,234.85,USD,completed
47,47,2024-05-04 10:20:00,189.7,USD,completed
48,48,2024-05-06 16:35:00,356.45,USD,completed
49,49,2024-05-08 12:50:00,167.9,USD,completed
50,50,2024-05-10 14:15:00,298.55,EUR,completed
51,1,2024-05-12 09:30:00,145.8,USD,completed
52,2,2024-05-14 15:45:00,423.65,GBP,completed
53,3,2024-05-16 11:25:00,278.4,EUR,completed
54,4,2024-05-18 13:40:00,189.95,EUR,completed
55,5,2024-05-20 16:55:00,367.2,EUR,completed
56,6,2024-06-01 14:10:00,156.75,EUR,completed
57,7,2024-06-03 10:25:00,234.9,USD,completed
58,8,2024-06-05 16:40:00,445.55,USD,completed
59,9,2024-06-07 12:15:00,123.85,EUR,completed
60,10,2024-06-09 14:30:00,298.7,EUR,completed
61,11,2024-06-11 09:45:00,189.45,EUR,completed
62,12,2024-06-13 15:20:00,356.8,USD,completed
63,13,2024-06-15 11:35:00,167.65,USD,completed
64,14,2024-06-17 13:50:00,278.95,USD,completed
65,15,2024-06-19 16:05:00,423.4,USD,completed
66,16,2024-06-21 10:20:00,145.9,USD,completed
67,17,2024-06-23 14:35:00,234.75,USD,completed
68,18,2024-06-25 12:50:00,189.8,USD,completed
69,19,2024-06-27 15:15:00,367.45,USD,completed
70,20,2024-06-29 11:30:00,298.6,USD,completed
71,21,2024-07-01 14:25:00,156.85,USD,completed
72,22,2024-07-03 10:40:00,445.7,USD,completed
73,23,2024-07-05 16:15:00,123.95,USD,completed
74,24,2024-07-07 12:30:00,278.5,USD,completed
75,25,2024-07-09 14:45:00,189.75,EUR,completed
76,26,2024-07-11 09:20:00,356.9,EUR,completed
77,27,2024-07-13 15:35:00,234.65,USD,completed
78,28,2024-07-15 11:50:00,167.8,USD,completed
79,29,2024-07-17 13:15:00,423.55,USD,completed
80,30,2024-07-19 16:30:00,298.85,USD,completed
81,31,2024-07-21 10:45:00,145.7,EUR,completed
82,32,2024-07-23 14:20:00,367.4,USD,completed
83,33,2024-07-25 12:35:00,189.9,USD,completed
84,34,2024-08-01 09:15:00,234.5,USD,completed
85,35,2024-08-03 14:30:00,156.75,EUR,completed
86,36,2024-08-05 11:45:00,389.99,USD,completed
87,37,2024-08-07 16:20:00,278.4,GBP,completed
88,38,2024-08-09 10:35:00,445.8,EUR,completed
89,39,2024-08-11 13:50:00,167.25,USD,completed
90,40,2024-08-13 15:15:00,298.65,XYZ,completed
91,41,2024-08-15 12:40:00,189.9,EUR,completed
92,42,2024-08-17 09:25:00,356.75,USD,completed
93,43,2024-08-19 14:55:00,123.45,USD,completed
94,44,2024-08-21 11:10:00,267.8,EUR,completed
95,45,2024-08-23 16:35:00,423.55,USD,completed
96,46,2024-08-25 13:20:00,178.9,ABC,completed
97,47,2024-08-27 10:45:00,345.6,USD,completed
98,48,2024-08-29 15:30:00,234.75,EUR,completed
99,49,2024-08-31 12:15:00,189.45,USD,completed
100,50,2024-09-02 09:40:00,298.8,USD,completed
101,1,2024-09-04 14:25:00,156.9,EUR,completed
102,2,2024-09-06 11:50:00,445.7,USD,completed
103,3,2024-09-08 16:15:00,267.35,USD,completed
104,4,2024-09-10 13:30:00,389.25,EUR,completed
105,5,2024-09-12 10:45:00,178.6,QWE,completed
106,6,2024-09-14 15:20:00,234.85,USD,completed
107,7,2024-09-16 12:35:00,356.4,EUR,completed
108,8,2024-09-18 09:50:00,123.75,USD,completed
109,9,2024-09-20 14:15:00,298.55,USD,completed
110,10,2024-09-22 11:40:00,189.8,EUR,completed
111,11,2024-09-24 16:05:00,445.95,USD,completed
112,12,2024-09-26 13:25:00,167.7,USD,completed
113,13,2024-09-28 10:50:00,278.45,EUR,completed
114,14,2024-09-30 15:35:00,356.8,USD,completed
115,15,2024-10-02 12:20:00,234.6,ABC,completed
116,16,2024-10-04 09:45:00,189.95,USD,completed
117,17,2024-10-06 14:30:00,423.4,EUR,completed
118,18,2024-10-08 11:55:00,156.85,USD,completed
119,19,2024-10-10 16:10:00,298.7,USD,completed
120,20,2024-10-12 13:35:00,267.25,EUR,completed
121,21,2024-10-14 10:20:00,445.85,USD,completed
122,22,2024-10-16 15:45:00,178.5,USD,completed
123,23,2024-10-18 12:30:00,356.65,EUR,completed
124,24,2024-10-20 09:55:00,234.9,USD,completed
125,25,2024-10-22 14:40:00,189.75,XYZ,completed
126,26,2024-10-24 11:25:00,298.85,EUR,completed
127,27,2024-10-26 16:50:00,123.65,USD,completed
128,28,2024-10-28 13:15:00,267.4,USD,completed
129,29,2024-10-30 10:40:00,423.75,EUR,completed
130,30,2024-11-01 15:25:00,156.7,USD,completed
131,31,2024-11-03 12:50:00,445.6,USD,completed
132,32,2024-11-05 09:35:00,178.85,EUR,completed
133,33,2024-11-07 14:20:00,356.95,USD,completed
134,34,2024-11-09 11:45:00,234.55,QWE,completed
135,35,2024-11-11 16:30:00,189.9,USD,completed
136,36,2024-11-13 13:55:00,298.45,EUR,completed
137,37,2024-11-15 10:10:00,267.8,USD,completed
138,38,2024-11-17 15:35:00,423.25,USD,completed
139,39,2024-11-19 12:20:00,156.95,EUR,completed
140,40,2024-11-21 09:45:00,445.7,ABC,completed
141,41,2024-11-23 14:30:00,178.6,USD,completed
142,42,2024-11-25 11:55:00,356.85,EUR,completed
143,43,2024-11-27 16:40:00,234.75,USD,completed
144,44,2024-11-29 13:25:00,189.5,USD,completed
145,45,2024-12-01 10:50:00,298.9,EUR,completed
146,46,2024-12-03 15:15:00,267.35,USD,completed
147,47,2024-12-05 12:40:00,423.8,USD,completed
148,48,2024-12-07 09:25:00,156.65,XYZ,completed
149,49,2024-12-09 14:50:00,445.95,EUR,completed
150,50,2024-12-11 11:35:00,178.7,USD,completed
151,1,2024-12-13 16:20:00,356.45,USD,completed
152,2,2024-12-15 13:45:00,234.8,EUR,completed
153,3,2024-12-17 10:30:00,189.95,USD,completed
154,4,2024-12-19 15:55:00,298.55,QWE,completed
155,5,2024-12-21 12:10:00,267.7,USD,completed
156,6,2024-12-23 09:35:00,423.45,EUR,completed
157,7,2024-12-25 14:20:00,156.85,USD,completed
158,8,2024-12-27 11:45:00,445.6,USD,completed
159,9,2024-12-29 16:30:00,178.9,ABC,completed
160,10,2024-12-31 13:15:00,356.75,EUR,completed
161,11,2024-08-02 10:20:00,234.65,USD,completed
162,12,2024-08-04 15:35:00,189.8,EUR,completed
163,13,2024-08-06 12:50:00,445.95,USD,completed
164,14,2024-08-08 09:15:00,167.4,XYZ,completed
165,15,2024-08-10 14:30:00,298.75,USD,completed
166,16,2024-08-12 11:45:00,356.6,EUR,completed
167,17,2024-08-14 16:20:00,123.85,USD,completed
168,18,2024-08-16 13:35:00,267.9,USD,completed
169,19,2024-08-18 10:50:00,423.45,EUR,completed
170,20,2024-08-20 15:25:00,178.7,ABC,completed
171,21,2024-08-22 12:40:00,345.85,USD,completed
172,22,2024-08-24 09:55:00,234.6,EUR,completed
173,23,2024-08-26 14:10:00,189.95,USD,completed
174,24,2024-08-28 11:25:00,298.5,USD,completed
175,25,2024-08-30 16:40:00,156.75,QWE,completed
176,26,2024-09-01 13:15:00,445.8,EUR,completed
177,27,2024-09-03 10:30:00,267.45,USD,completed
178,28,2024-09-05 15:45:00,389.7,USD,completed
179,29,2024-09-07 12:20:00,178.85,EUR,completed
180,30,2024-09-09 09:35:00,234.9,USD,completed
181,31,2024-09-11 14:50:00,356.25,XYZ,completed
182,32,2024-09-13 11:15:00,123.6,USD,completed
183,33,2024-09-15 16:30:00,298.85,EUR,completed
184,34,2024-09-17 13:45:00,189.4,USD,completed
185,35,2024-09-19 10:20:00,445.65,USD,completed
186,36,2024-09-21 15:35:00,167.9,ABC,completed
187,37,2024-09-23 12:50:00,278.55,EUR,completed
188,38,2024-09-25 09:25:00,423.8,USD,completed
189,39,2024-09-27 14:40:00,156.45,USD,completed
190,40,2024-09-29 11:55:00,345.7,QWE,completed
191,41,2024-10-01 16:10:00,234.85,EUR,completed
192,42,2024-10-03 13:25:00,189.6,USD,completed
193,43,2024-10-05 10:40:00,298.95,USD,completed
194,44,2024-10-07 15:55:00,167.3,EUR,completed
195,45,2024-10-09 12:30:00,445.75,USD,completed
196,46,2024-10-11 09:45:00,356.4,XYZ,completed
197,47,2024-10-13 14:20:00,123.95,USD,completed
198,48,2024-10-15 11:35:00,278.6,EUR,completed
199,49,2024-10-17 16:50:00,189.85,USD,completed
200,50,2024-10-19 13:15:00,423.5,USD,completed
201,1,2024-10-21 10:30:00,156.8,ABC,completed
202,2,2024-10-23 15:45:00,345.65,EUR,completed
203,3,2024-10-25 12:20:00,234.7,USD,completed
204,4,2024-10-27 09:35:00,298.45,USD,completed
205,5,2024-10-29 14:50:00,167.95,QWE,completed
206,6,2024-10-31 11:25:00,445.85,EUR,completed
207,7,2024-11-02 16:40:00,189.75,USD,completed
208,8,2024-11-04 13:55:00,356.9,USD,completed
209,9,2024-11-06 10:30:00,123.5,EUR,completed
210,10,2024-11-08 15:45:00,278.85,USD,completed
211,11,2024-11-10 12:20:00,234.6,XYZ,completed
212,12,2024-11-12 09:35:00,423.95,USD,completed
213,13,2024-11-14 14:50:00,156.7,EUR,completed
214,14,2024-11-16 11:15:00,345.8,USD,completed
215,15,2024-11-18 16:30:00,189.45,USD,completed
216,16,2024-11-20 13:45:00,298.65,ABC,completed
217,17,2024-11-22 10:20:00,167.85,EUR,completed
218,18,2024-11-24 15:35:00,445.7,USD,completed
219,19,2024-11-26 12:50:00,356.55,USD,completed
220,20,2024-11-28 09:25:00,123.9,QWE,completed
221,21,2024-11-30 14:40:00,278.75,EUR,completed
222,22,2024-12-02 11:55:00,234.5,USD,completed
223,23,2024-12-04 16:30:00,189.95,USD,completed
224,24,2024-12-06 13:45:00,423.6,EUR,completed
225,25,2024-12-08 10:20:00,156.85,XYZ,completed
226,26,2024-12-10 15:35:00,345.75,USD,completed
227,27,2024-12-12 12:50:00,298.4,EUR,completed
228,28,2024-12-14 09:15:00,167.6,USD,completed
229,29,2024-12-16 14:30:00,445.85,USD,completed
230,30,2024-12-18 11:45:00,356.7,ABC,completed
231,31,2024-12-20 16:20:00,123.55,EUR,completed
232,32,2024-12-22 13:35:00,278.9,USD,completed
233,33,2024-12-24 10:50:00,234.65,USD,completed
234,34,2024-12-26 15:25:00,189.8,QWE,completed
235,35,2024-12-28 12:40:00,423.75,EUR,completed
236,36,2024-12-30 09:55:00,156.9,USD,completed
237,37,2024-08-01 14:15:00,298.55,USD,completed
238,38,2024-08-03 11:30:00,167.7,XYZ,completed
239,39,2024-08-05 16:45:00,445.6,EUR,completed
240,40,2024-08-07 13:20:00,356.85,USD,completed
241,41,2024-08-09 10:35:00,123.75,USD,completed
242,42,2024-08-11 15:50:00,278.4,ABC,completed
243,43,2024-08-13 12:25:00,234.95,EUR,completed
244,44,2024-08-15 09:40:00,189.6,USD,completed
245,45,2024-08-17 14:55:00,423.85,USD,completed
246,46,2024-08-19 11:30:00,156.45,QWE,completed
247,47,2024-08-21 16:45:00,345.9,EUR,completed
248,48,2024-08-23 13:20:00,298.75,USD,completed
249,49,2024-08-25 10:35:00,167.5,USD,completed
250,50,2024-08-27 15:50:00,445.95,XYZ,completed
251,1,2024-08-29 12:25:00,356.6,EUR,completed
252,2,2024-08-31 09:40:00,123.85,USD,completed
253,3,2024-09-02 14:55:00,278.7,USD,completed
254,4,2024-09-04 11:30:00,234.45,ABC,completed
255,5,2024-09-06 16:45:00,189.9,EUR,completed
256,6,2024-09-08 13:20:00,423.65,USD,completed
257,7,2024-09-10 10:35:00,156.8,USD,completed
258,8,2024-09-12 15:50:00,345.55,QWE,completed
259,9,2024-09-14 12:25:00,298.9,EUR,completed
260,10,2024-09-16 09:40:00,167.35,USD,completed
261,11,2024-09-18 14:55:00,445.8,USD,completed
262,12,2024-09-20 11:30:00,356.75,XYZ,completed
263,13,2024-09-22 16:45:00,123.6,EUR,completed
264,14,2024-09-24 13:20:00,278.95,USD,completed
265,15,2024-09-26 10:35:00,234.5,USD,completed
266,16,2024-09-28 15:50:00,189.85,ABC,completed
267,17,2024-09-30 12:25:00,423.7,EUR,completed
268,18,2024-10-02 09:40:00,156.95,USD,completed
269,19,2024-10-04 14:55:00,345.4,USD,completed
270,20,2024-10-06 11:30:00,298.65,QWE,completed
271,21,2024-10-08 16:45:00,167.8,EUR,completed
272,22,2024-10-10 13:20:00,445.55,USD,completed
273,23,2024-10-12 10:35:00,356.9,USD,completed
274,24,2024-10-14 15:50:00,123.45,XYZ,completed
275,25,2024-10-16 12:25:00,278.6,EUR,completed
276,26,2024-10-18 09:40:00,234.85,USD,completed
277,27,2024-10-20 14:55:00,189.7,USD,completed
278,28,2024-10-22 11:30:00,423.95,ABC,completed
279,29,2024-10-24 16:45:00,156.5,EUR,completed
280,30,2024-10-26 13:20:00,345.85,USD,completed
281,31,2024-10-28 10:35:00,298.4,USD,completed
282,32,2024-10-30 15:50:00,167.95,QWE,completed
283,33,2024-11-01 12:25:00,445.7,EUR,completed
284,34,2024-11-03 09:40:00,356.45,USD,completed
285,35,2024-11-05 14:55:00,123.8,USD,completed
286,36,2024-11-07 11:30:00,278.55,XYZ,completed
287,37,2024-11-09 16:45:00,234.7,EUR,completed
288,38,2024-11-11 13:20:00,189.95,USD,completed
289,39,2024-11-13 10:35:00,423.6,USD,completed
290,40,2024-11-15 15:50:00,156.75,ABC,completed
291,41,2024-11-17 12:25:00,345.9,EUR,completed
292,42,2024-11-19 09:40:00,298.35,USD,completed
293,43,2024-11-21 14:55:00,167.6,USD,completed
294,44,2024-11-23 11:30:00,445.85,QWE,completed
295,45,2024-11-25 16:45:00,356.5,EUR,completed
296,46,2024-11-27 13:20:00,123.95,USD,completed
297,47,2024-11-29 10:35:00,278.4,USD,completed
298,48,2024-12-01 15:50:00,234.85,XYZ,completed
299,49,2024-12-03 12:25:00,189.5,EUR,completed
300,50,2024-12-05 09:40:00,423.95,USD,completed
301,1,2024-08-01 10:15:00,156.75,USD,completed
302,2,2024-08-02 14:30:00,298.4,EUR,completed
303,3,2024-08-03 11:45:00,189.95,GBP,completed
304,4,2024-08-04 16:20:00,445.6,USD,completed
305,5,2024-08-05 13:35:00,234.85,XYZ,completed
306,6,2024-08-06 09:50:00,167.3,EUR,completed
307,7,2024-08-07 15:25:00,356.75,USD,completed
308,8,2024-08-08 12:40:00,123.6,USD,completed
309,9,2024-08-09 17:55:00,278.95,ABC,completed
310,10,2024-08-10 14:10:00,345.5,EUR,completed
311,11,2024-08-11 10:25:00,189.75,USD,completed
312,12,2024-08-12 15:40:00,423.85,USD,completed
313,13,2024-08-13 12:55:00,156.4,QWE,completed
314,14,2024-08-14 18:10:00,298.65,EUR,completed
315,15,2024-08-15 14:25:00,234.9,USD,completed
316,16,2024-08-16 11:40:00,445.75,USD,completed
317,17,2024-08-17 16:55:00,167.55,XYZ,completed
318,18,2024-08-18 13:10:00,356.8,EUR,completed
319,19,2024-08-19 09:25:00,123.45,USD,completed
320,20,2024-08-20 14:40:00,278.7,USD,completed
321,21,2024-08-21 11:55:00,345.95,ABC,completed
322,22,2024-08-22 17:10:00,189.6,EUR,completed
323,23,2024-08-23 14:25:00,423.5,USD,completed
324,24,2024-08-24 10:40:00,156.85,USD,completed
325,25,2024-08-25 15:55:00,298.3,QWE,completed
326,26,2024-08-26 12:10:00,234.75,EUR,completed
327,27,2024-08-27 18:25:00,445.9,USD,completed
328,28,2024-08-28 15:40:00,167.45,USD,completed
329,29,2024-08-29 11:55:00,356.65,XYZ,completed
330,30,2024-08-30 17:10:00,123.8,EUR,completed
331,31,2024-08-31 14:25:00,278.55,USD,completed
332,32,2024-09-01 10:40:00,345.7,USD,completed
333,33,2024-09-02 15:55:00,189.85,ABC,completed
334,34,2024-09-03 12:10:00,423.65,EUR,completed
335,35,2024-09-04 18:25:00,156.5,USD,completed
336,36,2024-09-05 15:40:00,298.95,USD,completed
337,37,2024-09-06 11:55:00,234.6,QWE,completed
338,38,2024-09-07 17:10:00,445.45,EUR,completed
339,39,2024-09-08 14:25:00,167.9,USD,completed
340,40,2024-09-09 10:40:00,356.55,USD,completed
341,41,2024-09-10 15:55:00,123.95,XYZ,completed
342,42,2024-09-11 12:10:00,278.4,EUR,completed
343,43,2024-09-12 18:25:00,345.85,USD,completed
344,44,2024-09-13 15:40:00,189.7,USD,completed
345,45,2024-09-14 11:55:00,423.8,ABC,completed
346,46,2024-09-15 17:10:00,156.65,EUR,completed
347,47,2024-09-16 14:25:00,298.5,USD,completed
348,48,2024-09-17 10:40:00,234.95,USD,completed
349,49,2024-09-18 15:55:00,445.6,QWE,completed
350,50,2024-09-19 12:10:00,167.75,EUR,completed
351,1,2024-09-20 18:25:00,356.9,USD,completed
352,2,2024-09-21 15:40:00,123.5,USD,completed
353,3,2024-09-22 11:55:00,278.85,XYZ,completed
354,4,2024-09-23 17:10:00,345.6,EUR,completed
355,5,2024-09-24 14:25:00,189.95,USD,completed
356,6,2024-09-25 10:40:00,423.45,USD,completed
357,7,2024-09-26 15:55:00,156.8,ABC,completed
358,8,2024-09-27 12:10:00,298.75,EUR,completed
359,9,2024-09-28 18:25:00,234.5,USD,completed
360,10,2024-09-29 15:40:00,445.95,USD,completed
361,11,2024-09-30 11:55:00,167.4,QWE,completed
362,12,2024-10-01 17:10:00,356.85,EUR,completed
363,13,2024-10-02 14:25:00,123.75,USD,completed
364,14,2024-10-03 10:40:00,278.6,USD,completed
365,15,2024-10-04 15:55:00,345.95,XYZ,completed
366,16,2024-10-05 12:10:00,189.5,EUR,completed
367,17,2024-10-06 18:25:00,423.9,USD,completed
368,18,2024-10-07 15:40:00,156.45,USD,completed
369,19,2024-10-08 11:55:00,298.8,ABC,completed
370,20,2024-10-09 17:10:00,234.85,EUR,completed
371,21,2024-10-10 14:25:00,445.5,USD,completed
372,22,2024-10-11 10:40:00,167.95,USD,completed
373,23,2024-10-12 15:55:00,356.6,QWE,completed
374,24,2024-10-13 12:10:00,123.9,EUR,completed
375,25,2024-10-14 18:25:00,278.45,USD,completed
376,26,2024-10-15 15:40:00,345.8,USD,completed
377,27,2024-10-16 11:55:00,189.65,XYZ,completed
378,28,2024-10-17 17:10:00,423.75,EUR,completed
379,29,2024-10-18 14:25:00,156.6,USD,completed
380,30,2024-10-19 10:40:00,298.55,USD,completed
381,31,2024-10-20 15:55:00,234.7,ABC,completed
382,32,2024-10-21 12:10:00,445.85,EUR,completed
383,33,2024-10-22 18:25:00,167.5,USD,completed
384,34,2024-10-23 15:40:00,356.95,USD,completed
385,35,2024-10-24 11:55:00,123.55,QWE,completed
386,36,2024-10-25 17:10:00,278.9,EUR,completed
387,37,2024-10-26 14:25:00,345.45,USD,completed
388,38,2024-10-27 10:40:00,189.8,USD,completed
389,39,2024-10-28 15:55:00,423.6,XYZ,completed
390,40,2024-10-29 12:10:00,156.95,EUR,completed
391,41,2024-10-30 18:25:00,298.4,USD,completed
392,42,2024-10-31 15:40:00,234.95,USD,completed
393,43,2024-11-01 11:55:00,445.7,ABC,completed
394,44,2024-11-02 17:10:00,167.85,EUR,completed
395,45,2024-11-03 14:25:00,356.5,USD,completed
396,46,2024-11-04 10:40:00,123.85,USD,completed
397,47,2024-11-05 15:55:00,278.65,QWE,completed
398,48,2024-11-06 12:10:00,345.9,EUR,completed
399,49,2024-11-07 18:25:00,189.45,USD,completed
400,50,2024-11-08 15:40:00,423.95,USD,completed
401,1,2024-11-09 11:55:00,156.7,XYZ,completed
402,2,2024-11-10 17:10:00,298.85,EUR,completed
403,3,2024-11-11 14:25:00,234.6,USD,completed
404,4,2024-11-12 10:40:00,445.55,USD,completed
405,5,2024-11-13 15:55:00,167.9,ABC,completed
406,6,2024-11-14 12:10:00,356.75,EUR,completed
407,7,2024-11-15 18:25:00,123.6,USD,completed
408,8,2024-11-16 15:40:00,278.95,USD,completed
409,9,2024-11-17 11:55:00,345.5,QWE,completed
410,10,2024-11-18 17:10:00,189.85,EUR,completed
411,11,2024-11-19 14:25:00,423.4,USD,completed
412,12,2024-11-20 10:40:00,156.95,USD,completed
413,13,2024-11-21 15:55:00,298.6,XYZ,completed
414,14,2024-11-22 12:10:00,234.85,EUR,completed
415,15,2024-11-23 18:25:00,445.9,USD,completed
416,16,2024-11-24 15:40:00,167.55,USD,completed
417,17,2024-11-25 11:55:00,356.8,ABC,completed
418,18,2024-11-26 17:10:00,123.95,EUR,completed
419,19,2024-11-27 14:25:00,278.5,USD,completed
420,20,2024-11-28 10:40:00,345.85,USD,completed
421,21,2024-11-29 15:55:00,189.7,QWE,completed
422,22,2024-11-30 12:10:00,423.85,EUR,completed
423,23,2024-12-01 18:25:00,156.5,USD,completed
424,24,2024-12-02 15:40:00,298.95,USD,completed
425,25,2024-12-03 11:55:00,234.45,XYZ,completed
426,26,2024-12-04 17:10:00,445.75,EUR,completed
427,27,2024-12-05 14:25:00,167.8,USD,completed
428,28,2024-12-06 10:40:00,356.65,USD,completed
429,29,2024-12-07 15:55:00,123.7,ABC,completed
430,30,2024-12-08 12:10:00,278.85,EUR,completed
431,31,2024-12-09 18:25:00,345.6,USD,completed
432,32,2024-12-10 15:40:00,189.95,USD,completed
433,33,2024-12-11 11:55:00,423.5,QWE,completed
434,34,2024-12-12 17:10:00,156.85,EUR,completed
435,35,2024-12-13 14:25:00,298.7,USD,completed
436,36,2024-12-14 10:40:00,234.9,USD,completed
437,37,2024-12-15 15:55:00,445.6,XYZ,completed
438,38,2024-12-16 12:10:00,167.95,EUR,completed
439,39,2024-12-17 18:25:00,356.45,USD,completed
440,40,2024-12-18 15:40:00,123.85,USD,completed
441,41,2024-12-19 11:55:00,278.6,ABC,completed
442,42,2024-12-20 17:10:00,345.95,EUR,completed
443,43,2024-12-21 14:25:00,189.5,USD,completed
444,44,2024-12-22 10:40:00,423.85,USD,completed
445,45,2024-12-23 15:55:00,156.75,QWE,completed
446,46,2024-12-24 12:10:00,298.55,EUR,completed
447,47,2024-12-25 18:25:00,234.8,USD,completed
448,48,2024-12-26 15:40:00,445.95,USD,completed
449,49,2024-12-27 11:55:00,167.6,XYZ,completed
450,50,2024-12-28 17:10:00,356.9,EUR,completed
451,1,2024-12-29 14:25:00,123.45,USD,completed
452,2,2024-12-30 10:40:00,278.95,USD,completed
453,3,2024-12-31 15:55:00,345.5,ABC,completed
